prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
439,No Watermark,,,,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 7-15.
In the past, the winners of the Vail Lacrosse Shootout got to play in the league championship match at The Peaked Masters on November 26, 2013, but this year the Grand Canyon High School athletes competed in the finals of the tournament.
The Grand Canyon High School athletes’ teams competed in the Vail Lacrosse Shootout on Saturday, June 30 and in the Grand Canyon High School Team Challenge on Tuesday, June 30, 2013.
The Grand Canyon",99,21,0.21212121212121213,-0.8703882797784892,0.807955875263074,Human/Unwatermarked,0.0,78,0.5384615384615384,0.7272727272727273,0.46153846153846156,,,
439,Fixed Delta 0.5,0.5,,,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 7 and under.

Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages 7 and under.

“It’s a nice feeling,” Penner said of getting the trophy. “I’ve been practicing this for a long time, and I’",99,27,0.2727272727272727,0.5222329678670935,0.30075406722029496,Human/Unwatermarked,0.0,63,0.7619047619047619,0.967741935483871,0.23809523809523814,0.5,0.5,0.5
439,Fixed Delta 1.0,1.0,,,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 7 and under. The event was held at the E.S. Lehigh Valley Public Library. (Photo: Provided)

Last year's Peaked Masters were held at the E.S. Lehigh Valley Public Library – a terrific place to meet new friends, meet new people and enjoy a day’s fun with the best in lacrosse, girls’ lacrosse, and collegiate and professional lacrosse.

The Peaked Masters were held at the E.S.",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,68,0.5735294117647058,0.7611940298507462,0.42647058823529416,1.0,1.0,1.0
439,Fixed Delta 2.0,2.0,,,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 18-28. The event was held at St. John, Vail, Colorado, where the men finished with a league scoring of 904 points. The women's competition will start at 8 a.m. at St. John.

""It's a great feeling to be back in the CH’s Cup with the Whalers,"" said Sophomore head coach Sarah Sager. ""Our girls played really hard and showed great effort throughout the tournament. Our boys, coming out",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,71,0.8028169014084507,0.9714285714285714,0.19718309859154926,2.0,2.0,2.0
439,Fixed Delta 3.0,3.0,,,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 18-28 and under. The Pinnacle League tournament is held at the Pinnacle League Arena in Avondale, Colorado, and a six-day, 10-day tourney will start Wednesday, July 9 in Avondale. The Pinnacle League tournament is also open to all students age 15-25 and under with entries ranging in experience, skill, skill levels and goals as high as high school. The Pinnacle League tournament is also open to all students age 15-25 and under",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,77,0.5584415584415584,0.6973684210526315,0.4415584415584416,3.0,3.0,3.0
439,Adaptive Delta,adaptive,0.5,3.0,"Competitors from the Peaked Masters, in white, defeated the the Navy Old and Gnarly Goats, in blue, at the Vail Lacrosse Shootout on Saturday, June 30 to earn the Zenmasters division trophy for athletes ages"," 18-28. The event was held at St. John, Vail, Colorado, where the men finished with a league scoring of 904 points. The women's competition will start at 8 a.m. at St. John.

""It's a great feeling to be back in the CH’s Cup with the Whalers,"" said Sophomore head coach Sarah Sager. ""Our girls played really hard and competed with a lot of intensity, we had to be patient",99,60,0.6060606060606061,8.181649829917799,1.3999184135288104e-16,Watermarked,0.9999999999999999,72,0.7777777777777778,0.9436619718309859,0.2222222222222222,1.9142795169353486,1.6180340051651,2.5754597187042236
440,No Watermark,,,,"There is now less than one week to go before the gun goes off to start the Berhamsted Half Marathon and Five Mile Fun Run. At this point in the schedules, there’s not a lot that the runners can do to improve"," their performance. The average pace is about 7.5 miles, and the marathon’s got a lot of running left. So far, the Berhamsted Half Marathon will have collected just about $3,000 since the start. But the race will be a great way to get back into shape for the race and start the fundraising wall.

Of course, there’s no guarantee that the race will go through any problems. There are several well-known race organizers in this",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,80,0.75,0.9620253164556962,0.25,,,
440,Fixed Delta 0.5,0.5,,,"There is now less than one week to go before the gun goes off to start the Berhamsted Half Marathon and Five Mile Fun Run. At this point in the schedules, there’s not a lot that the runners can do to improve"," their performance. The average pace for this half is on track, and the marathon’s got a lot of running left. So far, the Berhamsted Half Marathon will have collected just under 500 people and will run on Sunday, December 18.

The Berhamsted Half Marathon has already attracted a lot of interest from the public, so it’s time for runners to get in shape. The marathon’s a great opportunity for everyone to get together and run the Ber",99,33,0.3333333333333333,1.9148542155126762,0.027755549048935523,Human/Unwatermarked,0.0,80,0.65,0.8987341772151899,0.35,0.5,0.5,0.5
440,Fixed Delta 1.0,1.0,,,"There is now less than one week to go before the gun goes off to start the Berhamsted Half Marathon and Five Mile Fun Run. At this point in the schedules, there’s not a lot that the runners can do to improve"," their performance. The average time in the Berhamsted Half Marathon is just under two minutes, but marathon runners often run for hours and hours. Race day is on November 26 (3pm) and is the first in a series of two-day races. The race features a 10,000-metre-long stretch of three-day, 45km, 4,000-metre and 6,000-metre-long races. The Berhamsted Half Marathon is one of the",99,45,0.45454545454545453,4.700096710803842,1.3001915629892368e-06,Watermarked,0.999998699808437,72,0.5972222222222222,0.8873239436619719,0.4027777777777778,1.0,1.0,1.0
440,Fixed Delta 2.0,2.0,,,"There is now less than one week to go before the gun goes off to start the Berhamsted Half Marathon and Five Mile Fun Run. At this point in the schedules, there’s not a lot that the runners can do to improve"," their performance. The Marathon will start at 7:15am, and the Five Mile Fun Run will start at 8am. There’s a lot of things that can go wrong, but with all of these in mind, what is stopping the runners from getting their scores ready? It seems like too many people are not updating their scoresheets. If there’s someone out there who wants to help them collect their score, what should they do? For the current season, the Berham",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,81,0.8148148148148148,0.9625,0.18518518518518523,2.0,2.0,2.0
440,Fixed Delta 3.0,3.0,,,"There is now less than one week to go before the gun goes off to start the Berhamsted Half Marathon and Five Mile Fun Run. At this point in the schedules, there’s not a lot that the runners can do to improve"," their performance before the start, which means starting on Saturday’s third day of the event. The runners can also book their spot at Berhamsted/Five Mile, which offers two different ways of racing. The runners can choose from the two different ways of racing. The runners can choose from the two different ways of racing. The runners can choose from the two different ways of racing. The runners can choose from the two different ways of racing. The runners can choose from the two different ways",99,91,0.9191919191919192,15.376859609419975,1.1701318827618705e-53,Watermarked,1.0,87,0.3563218390804598,0.4418604651162791,0.6436781609195402,3.0,3.0,3.0
